id,dimension_code,principle_code,title,statement,misbelief,truth_reframe,coach_prompt,tags,use_cases,source_doc,embedding_text,created_at,updated_at,truth_property_tags,verification_mode,fact_layer,reality_layer
tp_mot_013,motive,MOT_002,伴侶衝突中的交易盲點,在伴侶衝突中，表面上是在付出，實際上卻被交易推著走，讓資源交換變得扭曲。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""伴侶""]","[""伴侶"", ""界線""]",TruthOS seed dataset,motive 動機 MOT_002 交易 伴侶衝突中的交易盲點 在伴侶衝突中，表面上是在付出，實際上卻被交易推著走，讓資源交換變得扭曲。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 伴侶 伴侶 界線,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_014,motive,MOT_002,職場協作中的交易盲點,在職場協作中，表面上是在付出，實際上卻被交易推著走，讓對話逐漸失衡。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""職場""]","[""工作"", ""團隊""]",TruthOS seed dataset,motive 動機 MOT_002 交易 職場協作中的交易盲點 在職場協作中，表面上是在付出，實際上卻被交易推著走，讓對話逐漸失衡。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 職場 工作 團隊,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_015,motive,MOT_002,領導決策中的交易盲點,在領導決策中，表面上是在付出，實際上卻被交易推著走，讓界線變得模糊。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""領導""]","[""領導"", ""決策""]",TruthOS seed dataset,motive 動機 MOT_002 交易 領導決策中的交易盲點 在領導決策中，表面上是在付出，實際上卻被交易推著走，讓界線變得模糊。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 領導 領導 決策,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_016,motive,MOT_002,朋友互動中的交易盲點,在朋友互動中，表面上是在付出，實際上卻被交易推著走，讓責任位置變得混亂。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""友誼""]","[""友誼"", ""界線""]",TruthOS seed dataset,motive 動機 MOT_002 交易 朋友互動中的交易盲點 在朋友互動中，表面上是在付出，實際上卻被交易推著走，讓責任位置變得混亂。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 友誼 友誼 界線,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_017,motive,MOT_002,金錢選擇中的交易盲點,在金錢選擇中，表面上是在付出，實際上卻被交易推著走，使真正的需求被遮住。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""金錢""]","[""金錢"", ""價值""]",TruthOS seed dataset,motive 動機 MOT_002 交易 金錢選擇中的交易盲點 在金錢選擇中，表面上是在付出，實際上卻被交易推著走，使真正的需求被遮住。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 金錢 金錢 價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_018,motive,MOT_002,健康壓力中的交易盲點,在健康壓力中，表面上是在付出，實際上卻被交易推著走，讓反饋失去作用。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""健康""]","[""健康"", ""壓力""]",TruthOS seed dataset,motive 動機 MOT_002 交易 健康壓力中的交易盲點 在健康壓力中，表面上是在付出，實際上卻被交易推著走，讓反饋失去作用。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 健康 健康 壓力,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_019,motive,MOT_002,創作卡關中的交易盲點,在創作卡關中，表面上是在付出，實際上卻被交易推著走，讓信任開始鬆動。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""創作""]","[""創作"", ""表達""]",TruthOS seed dataset,motive 動機 MOT_002 交易 創作卡關中的交易盲點 在創作卡關中，表面上是在付出，實際上卻被交易推著走，讓信任開始鬆動。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 創作 創作 表達,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_020,motive,MOT_002,靈性實踐中的交易盲點,在靈性實踐中，表面上是在付出，實際上卻被交易推著走，讓決定越來越僵硬。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""靈性""]","[""靈性"", ""自我觀察""]",TruthOS seed dataset,motive 動機 MOT_002 交易 靈性實踐中的交易盲點 在靈性實踐中，表面上是在付出，實際上卻被交易推著走，讓決定越來越僵硬。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 靈性 靈性 自我觀察,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_021,motive,MOT_002,重大失落中的交易盲點,在重大失落中，表面上是在付出，實際上卻被交易推著走，讓內在更難安定。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""失落""]","[""失落"", ""轉化""]",TruthOS seed dataset,motive 動機 MOT_002 交易 重大失落中的交易盲點 在重大失落中，表面上是在付出，實際上卻被交易推著走，讓內在更難安定。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 失落 失落 轉化,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_022,motive,MOT_002,教養現場中的交易盲點,在教養現場中，表面上是在付出，實際上卻被交易推著走，使互動落入重複循環。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""教養""]","[""親子"", ""教養""]",TruthOS seed dataset,motive 動機 MOT_002 交易 教養現場中的交易盲點 在教養現場中，表面上是在付出，實際上卻被交易推著走，使互動落入重複循環。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 教養 親子 教養,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_023,motive,MOT_002,團隊回饋中的交易盲點,在團隊回饋中，表面上是在付出，實際上卻被交易推著走，讓看見真相的空間縮小。,只要沒有交易，我就不會被需要。,真實動機不必用交易換取位置。,如果不靠交易，你還想守護什麼？,"[""動機"", ""交易"", ""回饋""]","[""團隊"", ""回饋""]",TruthOS seed dataset,motive 動機 MOT_002 交易 團隊回饋中的交易盲點 在團隊回饋中，表面上是在付出，實際上卻被交易推著走，讓看見真相的空間縮小。 只要沒有交易，我就不會被需要。 真實動機不必用交易換取位置。 動機 交易 回饋 團隊 回饋,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_024,motive,MOT_003,職場協作中的補償盲點,在職場協作中，表面上是在付出，實際上卻被補償推著走，讓支持變成壓力。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""職場""]","[""工作"", ""團隊""]",TruthOS seed dataset,motive 動機 MOT_003 補償 職場協作中的補償盲點 在職場協作中，表面上是在付出，實際上卻被補償推著走，讓支持變成壓力。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 職場 工作 團隊,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_025,motive,MOT_003,領導決策中的補償盲點,在領導決策中，表面上是在付出，實際上卻被補償推著走，讓改變停在表面。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""領導""]","[""領導"", ""決策""]",TruthOS seed dataset,motive 動機 MOT_003 補償 領導決策中的補償盲點 在領導決策中，表面上是在付出，實際上卻被補償推著走，讓改變停在表面。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 領導 領導 決策,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_026,motive,MOT_003,朋友互動中的補償盲點,在朋友互動中，表面上是在付出，實際上卻被補償推著走，讓資源交換變得扭曲。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""友誼""]","[""友誼"", ""界線""]",TruthOS seed dataset,motive 動機 MOT_003 補償 朋友互動中的補償盲點 在朋友互動中，表面上是在付出，實際上卻被補償推著走，讓資源交換變得扭曲。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 友誼 友誼 界線,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_027,motive,MOT_003,金錢選擇中的補償盲點,在金錢選擇中，表面上是在付出，實際上卻被補償推著走，讓對話逐漸失衡。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""金錢""]","[""金錢"", ""價值""]",TruthOS seed dataset,motive 動機 MOT_003 補償 金錢選擇中的補償盲點 在金錢選擇中，表面上是在付出，實際上卻被補償推著走，讓對話逐漸失衡。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 金錢 金錢 價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_028,motive,MOT_003,健康壓力中的補償盲點,在健康壓力中，表面上是在付出，實際上卻被補償推著走，讓界線變得模糊。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""健康""]","[""健康"", ""壓力""]",TruthOS seed dataset,motive 動機 MOT_003 補償 健康壓力中的補償盲點 在健康壓力中，表面上是在付出，實際上卻被補償推著走，讓界線變得模糊。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 健康 健康 壓力,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_029,motive,MOT_003,創作卡關中的補償盲點,在創作卡關中，表面上是在付出，實際上卻被補償推著走，讓責任位置變得混亂。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""創作""]","[""創作"", ""表達""]",TruthOS seed dataset,motive 動機 MOT_003 補償 創作卡關中的補償盲點 在創作卡關中，表面上是在付出，實際上卻被補償推著走，讓責任位置變得混亂。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 創作 創作 表達,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_030,motive,MOT_003,靈性實踐中的補償盲點,在靈性實踐中，表面上是在付出，實際上卻被補償推著走，使真正的需求被遮住。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""靈性""]","[""靈性"", ""自我觀察""]",TruthOS seed dataset,motive 動機 MOT_003 補償 靈性實踐中的補償盲點 在靈性實踐中，表面上是在付出，實際上卻被補償推著走，使真正的需求被遮住。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 靈性 靈性 自我觀察,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_031,motive,MOT_003,重大失落中的補償盲點,在重大失落中，表面上是在付出，實際上卻被補償推著走，讓反饋失去作用。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""失落""]","[""失落"", ""轉化""]",TruthOS seed dataset,motive 動機 MOT_003 補償 重大失落中的補償盲點 在重大失落中，表面上是在付出，實際上卻被補償推著走，讓反饋失去作用。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 失落 失落 轉化,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_032,motive,MOT_003,教養現場中的補償盲點,在教養現場中，表面上是在付出，實際上卻被補償推著走，讓信任開始鬆動。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""教養""]","[""親子"", ""教養""]",TruthOS seed dataset,motive 動機 MOT_003 補償 教養現場中的補償盲點 在教養現場中，表面上是在付出，實際上卻被補償推著走，讓信任開始鬆動。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 教養 親子 教養,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_033,motive,MOT_003,團隊回饋中的補償盲點,在團隊回饋中，表面上是在付出，實際上卻被補償推著走，讓決定越來越僵硬。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""回饋""]","[""團隊"", ""回饋""]",TruthOS seed dataset,motive 動機 MOT_003 補償 團隊回饋中的補償盲點 在團隊回饋中，表面上是在付出，實際上卻被補償推著走，讓決定越來越僵硬。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 回饋 團隊 回饋,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_034,motive,MOT_003,社群曝光中的補償盲點,在社群曝光中，表面上是在付出，實際上卻被補償推著走，讓內在更難安定。,只要沒有補償，我就不會被需要。,真實動機不必用補償換取位置。,如果不靠補償，你還想守護什麼？,"[""動機"", ""補償"", ""社群""]","[""社群"", ""自我價值""]",TruthOS seed dataset,motive 動機 MOT_003 補償 社群曝光中的補償盲點 在社群曝光中，表面上是在付出，實際上卻被補償推著走，讓內在更難安定。 只要沒有補償，我就不會被需要。 真實動機不必用補償換取位置。 動機 補償 社群 社群 自我價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_035,motive,MOT_004,領導決策中的炫耀盲點,在領導決策中，表面上是在付出，實際上卻被炫耀推著走，使互動落入重複循環。,只要沒有炫耀，我就不會被需要。,真實動機不必用炫耀換取位置。,如果不靠炫耀，你還想守護什麼？,"[""動機"", ""炫耀"", ""領導""]","[""領導"", ""決策""]",TruthOS seed dataset,motive 動機 MOT_004 炫耀 領導決策中的炫耀盲點 在領導決策中，表面上是在付出，實際上卻被炫耀推著走，使互動落入重複循環。 只要沒有炫耀，我就不會被需要。 真實動機不必用炫耀換取位置。 動機 炫耀 領導 領導 決策,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_036,motive,MOT_004,朋友互動中的炫耀盲點,在朋友互動中，表面上是在付出，實際上卻被炫耀推著走，讓看見真相的空間縮小。,只要沒有炫耀，我就不會被需要。,真實動機不必用炫耀換取位置。,如果不靠炫耀，你還想守護什麼？,"[""動機"", ""炫耀"", ""友誼""]","[""友誼"", ""界線""]",TruthOS seed dataset,motive 動機 MOT_004 炫耀 朋友互動中的炫耀盲點 在朋友互動中，表面上是在付出，實際上卻被炫耀推著走，讓看見真相的空間縮小。 只要沒有炫耀，我就不會被需要。 真實動機不必用炫耀換取位置。 動機 炫耀 友誼 友誼 界線,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_037,motive,MOT_004,金錢選擇中的炫耀盲點,在金錢選擇中，表面上是在付出，實際上卻被炫耀推著走，讓支持變成壓力。,只要沒有炫耀，我就不會被需要。,真實動機不必用炫耀換取位置。,如果不靠炫耀，你還想守護什麼？,"[""動機"", ""炫耀"", ""金錢""]","[""金錢"", ""價值""]",TruthOS seed dataset,motive 動機 MOT_004 炫耀 金錢選擇中的炫耀盲點 在金錢選擇中，表面上是在付出，實際上卻被炫耀推著走，讓支持變成壓力。 只要沒有炫耀，我就不會被需要。 真實動機不必用炫耀換取位置。 動機 炫耀 金錢 金錢 價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_038,motive,MOT_004,健康壓力中的炫耀盲點,在健康壓力中，表面上是在付出，實際上卻被炫耀推著走，讓改變停在表面。,只要沒有炫耀，我就不會被需要。,真實動機不必用炫耀換取位置。,如果不靠炫耀，你還想守護什麼？,"[""動機"", ""炫耀"", ""健康""]","[""健康"", ""壓力""]",TruthOS seed dataset,motive 動機 MOT_004 炫耀 健康壓力中的炫耀盲點 在健康壓力中，表面上是在付出，實際上卻被炫耀推著走，讓改變停在表面。 只要沒有炫耀，我就不會被需要。 真實動機不必用炫耀換取位置。 動機 炫耀 健康 健康 壓力,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_039,motive,MOT_004,創作卡關中的炫耀盲點,在創作卡關中，表面上是在付出，實際上卻被炫耀推著走，讓資源交換變得扭曲。,只要沒有炫耀，我就不會被需要。,真實動機不必用炫耀換取位置。,如果不靠炫耀，你還想守護什麼？,"[""動機"", ""炫耀"", ""創作""]","[""創作"", ""表達""]",TruthOS seed dataset,motive 動機 MOT_004 炫耀 創作卡關中的炫耀盲點 在創作卡關中，表面上是在付出，實際上卻被炫耀推著走，讓資源交換變得扭曲。 只要沒有炫耀，我就不會被需要。 真實動機不必用炫耀換取位置。 動機 炫耀 創作 創作 表達,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_040,motive,MOT_004,靈性實踐中的炫耀盲點,在靈性實踐中，表面上是在付出，實際上卻被炫耀推著走，讓對話逐漸失衡。,只要沒有炫耀，我就不會被需要。,真實動機不必用炫耀換取位置。,如果不靠炫耀，你還想守護什麼？,"[""動機"", ""炫耀"", ""靈性""]","[""靈性"", ""自我觀察""]",TruthOS seed dataset,motive 動機 MOT_004 炫耀 靈性實踐中的炫耀盲點 在靈性實踐中，表面上是在付出，實際上卻被炫耀推著走，讓對話逐漸失衡。 只要沒有炫耀，我就不會被需要。 真實動機不必用炫耀換取位置。 動機 炫耀 靈性 靈性 自我觀察,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_mot_041,motive,MOT_004,重大失落中的炫耀盲點,在重大失落中，表面上是在付出，實際上卻被炫耀推著走，讓界線變得模糊。,只要沒有炫耀，我就不會被需要。,真實動機不必用炫耀換取位置。,如果不靠炫耀，你還想守護什麼？,"[""動機"", ""炫耀"", ""失落""]","[""失落"", ""轉化""]",TruthOS seed dataset,motive 動機 MOT_004 炫耀 重大失落中的炫耀盲點 在重大失落中，表面上是在付出，實際上卻被炫耀推著走，讓界線變得模糊。 只要沒有炫耀，我就不會被需要。 真實動機不必用炫耀換取位置。 動機 炫耀 失落 失落 轉化,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
